;approval;gender;usia; pinjaman;tenor;pemasukan;tanggungan;pekerjaan
5019;N;M;94;3000000;10;3000000;0;Buruh
5020;N;M;66;700000;4;2500000;5;Buruh
5021;N;F;60;1200000;3;1200000;1;Buruh
5022;Y;M;62;1400000;10;4000000;1;Wirausaha
5023;Y;M;89;1900000;10;5000000;0;Pedagang
5024;Y;F;100;3000000;12;4000000;5;Wirausaha
5025;Y;M;41;1500000;16;4600000;3;Pedagang
5026;N;F;70;500000;3;1800000;2;Buruh
5027;N;F;74;1400000;4;1500000;0;Wirausaha
5028;Y;M;83;3000000;8;4600000;1;Pedagang
5029;Y;M;67;500000;16;4500000;2;Pedagang
5030;N;M;97;700000;10;1200000;1;Pekerja Lepas
5031;N;F;21;2000000;4;4800000;4;Buruh
5032;N;M;92;1200000;10;4600000;0;Buruh
5033;Y;M;64;1200000;8;2500000;3;Pedagang
5034;N;M;53;1000000;20;3000000;1;Guru/Dosen
5035;N;M;41;1200000;6;1800000;4;Pedagang
5036;N;M;34;1400000;4;1500000;3;Pekerja Lepas
5037;Y;M;67;1400000;16;2500000;3;Pedagang
5038;N;M;57;2500000;3;2000000;0;Buruh
5039;Y;M;60;500000;6;4800000;0;Pekerja Lepas
5040;Y;M;34;3000000;10;3500000;3;Pekerja Lepas
5041;Y;M;38;2500000;6;5000000;4;Pedagang
5042;Y;M;24;1200000;16;4500000;2;Pedagang
5043;Y;M;61;1900000;10;3500000;1;Pedagang
5044;Y;M;88;2500000;20;5000000;4;Wirausaha
5045;N;F;53;500000;10;1200000;1;Pedagang
5046;N;F;74;1000000;16;4600000;3;Guru/Dosen
5047;N;M;90;1200000;12;2300000;2;Buruh
5048;Y;M;52;1600000;3;4000000;1;Pedagang
5049;Y;F;87;1200000;10;4600000;2;Pedagang
5050;Y;M;78;1400000;8;5000000;3;Pekerja Lepas
5051;Y;M;54;700000;5;3500000;0;Buruh
5052;Y;M;97;2500000;4;3500000;4;Wirausaha
5053;Y;M;83;1000000;10;3000000;0;Pedagang
5054;Y;M;44;2000000;12;4600000;2;Pedagang
5055;N;M;48;500000;6;2000000;3;Pedagang
5056;Y;F;40;500000;16;4600000;0;Guru/Dosen
5057;Y;F;50;1600000;5;3000000;0;Pedagang
5058;Y;M;77;3000000;5;3000000;5;Pedagang
5059;N;M;88;2000000;4;4800000;5;Guru/Dosen
5060;N;F;74;1500000;4;1800000;3;Pedagang
5061;N;F;88;500000;6;3000000;1;Guru/Dosen
5062;Y;M;32;3000000;20;4800000;0;Pedagang
5063;Y;M;92;3000000;4;2300000;2;Pedagang
5064;Y;F;68;1000000;20;5000000;2;Pedagang
5065;Y;F;20;1200000;8;3000000;2;Wirausaha
5066;N;M;62;1000000;4;1800000;4;Buruh
5067;N;M;27;1400000;5;2000000;3;Pekerja Lepas
5068;Y;M;40;1200000;10;4800000;0;Pedagang
5069;N;M;32;1200000;3;1500000;0;Wirausaha
5070;N;M;86;1400000;10;3500000;0;Guru/Dosen
5071;N;F;72;1000000;4;1500000;4;Wirausaha
5072;N;F;85;2500000;12;2000000;5;Buruh
5073;Y;F;58;2000000;12;4400000;2;Pedagang
5074;N;M;26;2000000;4;1200000;1;Pedagang
5075;Y;M;69;1200000;12;2300000;5;Pekerja Lepas
5076;Y;M;38;1200000;10;4000000;1;Wirausaha
5077;N;F;74;1200000;10;4800000;2;Guru/Dosen
5078;N;M;25;1200000;10;1800000;4;Pedagang
5079;Y;F;66;700000;8;2300000;0;Wirausaha
5080;N;M;73;1000000;4;1200000;5;Guru/Dosen
5081;Y;M;97;1200000;5;3000000;3;Wirausaha
5082;Y;F;25;1200000;6;2500000;5;Pekerja Lepas
5083;Y;M;36;1800000;3;3500000;5;Wirausaha
5084;Y;F;46;1200000;16;4800000;1;Buruh
5085;Y;M;81;1200000;4;4600000;1;Pedagang
5086;Y;M;53;1500000;8;4600000;2;Pedagang
5087;Y;F;20;1900000;3;4400000;5;Wirausaha
5088;Y;F;34;500000;3;4500000;0;Pekerja Lepas
5089;N;F;72;1200000;16;2000000;5;Buruh
5090;Y;F;85;1800000;10;2300000;1;Wirausaha
5091;Y;M;53;500000;10;3000000;3;Pedagang
5092;Y;M;61;500000;3;4000000;0;Guru/Dosen
5093;N;M;29;1600000;4;1200000;5;Wirausaha
5094;Y;F;46;2500000;12;4000000;4;Pedagang
5095;N;F;64;1200000;10;2300000;0;Buruh
5096;Y;M;27;500000;5;4800000;1;Guru/Dosen
5097;Y;M;32;1500000;10;4400000;5;Wirausaha
5098;N;M;77;500000;4;1200000;3;Buruh
5099;Y;F;85;1200000;6;3000000;1;Pedagang
5100;Y;M;85;1400000;4;4600000;1;Wirausaha
5101;N;M;92;1800000;6;1800000;0;Guru/Dosen
5102;N;M;99;1600000;10;1200000;0;Pedagang
5103;Y;M;85;1200000;4;2300000;2;Pedagang
5104;Y;M;26;1200000;5;2500000;1;Pedagang
5105;N;M;36;1200000;12;4400000;2;Buruh
5106;N;M;38;1600000;5;4000000;4;Guru/Dosen
5107;N;M;24;1900000;12;2500000;3;Guru/Dosen
5108;N;M;89;1200000;8;4400000;2;Buruh
5109;Y;M;92;1200000;4;2300000;3;Wirausaha
5110;N;F;86;1200000;4;2300000;5;Guru/Dosen
5111;Y;M;81;1800000;10;4500000;0;Pekerja Lepas
5112;N;F;89;2500000;6;4500000;3;Buruh
5113;Y;M;78;1200000;10;2300000;3;Pekerja Lepas
5114;Y;M;36;1200000;6;2300000;4;Pekerja Lepas
5115;Y;M;95;1200000;10;4800000;0;Pekerja Lepas
5116;Y;M;32;1200000;4;5000000;3;Wirausaha
5117;Y;F;56;1000000;8;4800000;0;Pekerja Lepas
5118;Y;M;98;2000000;3;4800000;4;Pedagang
5119;Y;M;96;3000000;12;3500000;3;Pedagang
5120;Y;M;34;700000;20;2500000;5;Pedagang
5121;N;M;98;1900000;4;1500000;5;Wirausaha
5122;N;F;78;500000;4;2500000;4;Guru/Dosen
5123;Y;M;78;500000;20;4500000;3;Pedagang
5124;Y;M;87;2000000;8;4000000;3;Pedagang
5125;Y;F;61;1800000;4;4800000;1;Wirausaha
5126;Y;F;62;2000000;8;2500000;2;Wirausaha
5127;Y;M;37;1200000;16;4000000;4;Pedagang
5128;Y;M;36;500000;16;4400000;0;Pedagang
5129;Y;M;70;1600000;12;4600000;1;Wirausaha
5130;Y;M;89;2500000;10;4600000;4;Pedagang
5131;N;M;85;2000000;12;1500000;4;Pekerja Lepas
5132;N;M;81;1400000;8;1200000;2;Buruh
5133;Y;M;61;1400000;10;4600000;5;Pedagang
5134;N;M;81;1900000;16;2000000;5;Buruh
5135;Y;M;43;500000;3;4400000;5;Pekerja Lepas
5136;Y;M;33;2500000;10;4000000;3;Wirausaha
5137;Y;M;25;3000000;4;4600000;1;Wirausaha
5138;Y;M;26;1500000;5;2500000;5;Pedagang
5139;N;M;94;500000;6;2500000;3;Buruh
5140;N;M;62;1200000;12;2000000;5;Guru/Dosen
5141;Y;M;99;1200000;10;2300000;2;Wirausaha
5142;Y;M;93;1200000;10;4500000;4;Wirausaha
5143;N;M;75;1500000;20;1500000;3;Pedagang
5144;N;F;86;3000000;16;1500000;2;Wirausaha
5145;N;F;78;1800000;4;2000000;5;Pekerja Lepas
5146;N;M;76;500000;3;2000000;5;Pedagang
5147;Y;F;44;700000;12;4500000;2;Pedagang
5148;Y;F;22;1000000;5;4500000;5;Pedagang
5149;N;M;31;3000000;4;4800000;3;Guru/Dosen
5150;N;M;100;700000;8;5000000;4;Buruh
5151;N;F;62;700000;3;1500000;4;Pedagang
5152;N;M;48;3000000;4;3000000;4;Guru/Dosen
5153;Y;M;44;1200000;16;4400000;0;Pekerja Lepas
5154;Y;M;57;1800000;16;2300000;3;Pedagang
5155;N;M;82;1200000;12;2300000;3;Buruh
5156;Y;F;94;2000000;3;2300000;4;Pedagang
5157;Y;M;96;3000000;16;4800000;2;Pedagang
5158;Y;M;48;2500000;16;4500000;4;Pedagang
5159;N;M;37;1600000;20;1800000;0;Pedagang
5160;N;M;96;1000000;16;2000000;5;Buruh
5161;Y;F;21;1400000;6;5000000;4;Pedagang
5162;N;M;70;2500000;4;2000000;5;Guru/Dosen
5163;N;F;50;1200000;4;2000000;0;Pedagang
5164;Y;F;66;1400000;10;4800000;0;Pekerja Lepas
5165;Y;F;78;1900000;16;3000000;3;Pedagang
5166;Y;M;79;500000;4;4600000;4;Pedagang
5167;Y;F;68;1400000;8;2300000;3;Pedagang
5168;N;F;35;2000000;10;3000000;1;Guru/Dosen
5169;N;M;23;1400000;8;1200000;4;Pedagang
5170;Y;M;77;2500000;20;3000000;1;Wirausaha
5171;N;F;69;1600000;10;4600000;3;Buruh
5172;Y;M;28;1800000;20;2500000;1;Wirausaha
5173;N;M;61;1800000;10;2500000;3;Buruh
5174;Y;M;50;1600000;20;4000000;4;Pedagang
5175;N;F;76;1200000;10;1500000;2;Pekerja Lepas
5176;Y;F;43;2000000;5;2300000;3;Pekerja Lepas
5177;N;M;26;3000000;4;4500000;1;Buruh
5178;N;M;46;1000000;4;1800000;4;Buruh
5179;Y;F;21;2500000;4;4500000;0;Buruh
5180;N;M;61;1000000;20;2000000;2;Pedagang
5181;N;F;67;2500000;5;1200000;2;Pedagang
5182;Y;F;33;1400000;5;4500000;5;Pedagang
5183;N;M;29;700000;10;4400000;5;Guru/Dosen
5184;Y;M;76;500000;3;4600000;1;Pedagang
5185;N;M;74;1900000;20;4600000;0;Guru/Dosen
5186;N;F;75;1200000;10;4500000;1;Guru/Dosen
5187;Y;M;21;500000;16;5000000;2;Pekerja Lepas
5188;Y;M;56;500000;16;5000000;3;Pekerja Lepas
5189;N;M;34;1200000;8;1500000;1;Wirausaha
5190;Y;M;73;1200000;4;4500000;5;Pedagang
5191;N;M;47;1200000;12;1200000;0;Wirausaha
5192;Y;M;94;1400000;10;4800000;3;Pedagang
5193;N;M;49;2000000;16;1500000;4;Buruh
5194;Y;M;33;3000000;5;4000000;0;Pedagang
5195;N;M;75;3000000;8;1200000;2;Pekerja Lepas
5196;N;M;90;1900000;6;1200000;5;Buruh
5197;N;F;86;1600000;4;1800000;2;Pekerja Lepas
5198;N;M;91;2500000;20;2000000;1;Pedagang
5199;Y;M;58;1200000;20;3000000;2;Pedagang
5200;N;M;64;500000;10;4800000;2;Buruh
5201;Y;M;94;500000;12;2500000;2;Pedagang
5202;Y;M;76;1200000;10;2300000;0;Wirausaha
5203;Y;F;57;1600000;4;3000000;3;Pedagang
5204;N;F;63;700000;6;1200000;4;Buruh
5205;Y;F;62;2500000;4;4000000;0;Wirausaha
5206;N;F;95;1200000;20;4600000;1;Guru/Dosen
5207;Y;F;75;500000;20;3500000;3;Pedagang
5208;N;M;57;500000;4;1500000;0;Guru/Dosen
5209;N;F;73;700000;12;1500000;4;Wirausaha
5210;N;M;79;700000;12;2300000;0;Guru/Dosen
5211;N;F;89;1800000;10;2300000;4;Buruh
5212;N;F;66;3000000;4;1200000;4;Wirausaha
5213;Y;M;68;1000000;4;4500000;1;Pekerja Lepas
5214;N;F;42;3000000;6;1200000;0;Pekerja Lepas
5215;N;M;59;1500000;3;4600000;2;Buruh
5216;N;M;82;1400000;4;4000000;1;Guru/Dosen
5217;N;M;73;1200000;10;4400000;1;Guru/Dosen
5218;Y;F;71;700000;4;4400000;2;Pedagang
5219;Y;F;50;1900000;8;4800000;3;Pedagang
5220;N;F;39;500000;4;1800000;5;Pedagang
5221;N;M;85;1800000;16;4600000;2;Guru/Dosen
5222;Y;F;90;3000000;8;4500000;3;Pedagang
5223;Y;M;64;2500000;16;4600000;0;Pedagang
5224;N;F;45;500000;10;3500000;5;Guru/Dosen
5225;Y;M;79;1800000;6;4400000;4;Pedagang
5226;Y;F;48;1400000;16;4500000;0;Pedagang
5227;N;F;94;2000000;3;4800000;3;Buruh
5228;N;F;70;500000;8;4000000;2;Guru/Dosen
5229;N;M;35;1600000;16;5000000;2;Buruh
5230;Y;M;64;2000000;3;3500000;2;Pekerja Lepas
5231;Y;M;65;700000;4;3000000;3;Pedagang
5232;Y;F;26;2000000;8;3000000;2;Pedagang
5233;N;M;87;2000000;20;4000000;4;Buruh
5234;Y;F;91;2500000;10;4600000;4;Pedagang
5235;Y;M;73;2000000;16;2300000;5;Pedagang
5236;Y;M;41;1800000;16;5000000;0;Pedagang
5237;N;F;72;3000000;6;4000000;4;Guru/Dosen
5238;Y;F;66;500000;4;3500000;1;Pedagang
5239;Y;M;25;1900000;4;3500000;3;Wirausaha
5240;N;M;95;1900000;20;1800000;3;Buruh
5241;Y;M;80;1000000;16;2300000;4;Pekerja Lepas
5242;Y;M;90;500000;5;5000000;2;Wirausaha
5243;N;F;83;500000;6;1800000;2;Pedagang
5244;N;M;53;1200000;20;2000000;5;Wirausaha
5245;Y;M;88;500000;4;3500000;1;Wirausaha
5246;Y;F;43;700000;4;3500000;5;Pedagang
5247;N;M;81;2000000;6;4800000;1;Buruh
5248;Y;M;42;1000000;8;4800000;0;Guru/Dosen
5249;Y;M;85;500000;16;3500000;3;Wirausaha
5250;N;M;21;1200000;4;1800000;5;Pedagang
5251;N;M;47;1000000;3;2000000;1;Buruh
5252;N;F;87;1400000;10;4000000;3;Guru/Dosen
5253;N;M;86;500000;8;1800000;0;Pedagang
5254;Y;M;65;500000;10;3500000;4;Pedagang
5255;Y;F;61;1200000;6;5000000;3;Pedagang
5256;Y;F;88;2500000;4;4400000;3;Wirausaha
5257;Y;M;58;1600000;4;4500000;0;Buruh
5258;N;M;36;700000;8;4500000;1;Guru/Dosen
5259;N;M;45;1200000;8;4000000;4;Buruh
5260;Y;F;29;3000000;6;4800000;2;Buruh
5261;Y;F;52;1200000;3;4000000;2;Pedagang
5262;Y;M;28;1000000;10;3000000;3;Pedagang
5263;N;F;32;500000;6;1200000;1;Guru/Dosen
5264;Y;M;97;500000;4;4000000;0;Wirausaha
5265;N;M;79;500000;16;2300000;1;Guru/Dosen
5266;N;M;100;1200000;3;1800000;2;Guru/Dosen
5267;N;M;48;1500000;10;4500000;3;Buruh
5268;N;M;32;1500000;10;4800000;3;Guru/Dosen
5269;N;M;36;1500000;3;3000000;0;Guru/Dosen
5270;N;M;40;1900000;5;1500000;2;Guru/Dosen
5271;N;M;74;1600000;6;1800000;4;Pedagang
5272;N;F;46;1200000;20;1200000;4;Pedagang
5273;Y;F;86;3000000;6;4000000;2;Pedagang
5274;Y;F;46;3000000;3;5000000;5;Pekerja Lepas
5275;Y;M;26;1200000;6;5000000;5;Pedagang
5276;Y;F;59;1200000;16;4000000;4;Pedagang
5277;N;F;48;2000000;20;3000000;3;Buruh
5278;N;M;52;1600000;12;2500000;4;Buruh
5279;Y;M;52;1000000;5;4400000;2;Wirausaha
5280;Y;F;20;1000000;6;3000000;4;Pedagang
5281;N;F;76;1500000;16;3500000;2;Buruh
5282;N;M;64;3000000;10;2500000;1;Guru/Dosen
5283;N;F;97;3000000;10;1500000;1;Guru/Dosen
5284;Y;F;22;2000000;8;3000000;2;Pedagang
5285;Y;F;38;500000;16;3500000;1;Pekerja Lepas
5286;N;F;63;500000;4;1200000;4;Pedagang
5287;Y;F;74;1900000;20;5000000;0;Pedagang
5288;N;M;31;1000000;8;3000000;5;Guru/Dosen
5289;Y;M;36;1000000;10;4000000;0;Pedagang
5290;Y;F;26;1200000;6;3500000;1;Pedagang
5291;Y;M;46;500000;5;5000000;3;Pekerja Lepas
5292;Y;M;34;1200000;10;4500000;5;Pedagang
5293;N;M;29;1600000;20;2300000;2;Guru/Dosen
5294;N;M;33;1600000;8;1200000;2;Pekerja Lepas
5295;N;M;85;3000000;16;4500000;1;Buruh
5296;N;M;39;1000000;6;1800000;3;Guru/Dosen
5297;Y;M;57;1800000;8;3500000;1;Pekerja Lepas
5298;Y;F;53;1400000;3;3000000;5;Pedagang
5299;Y;M;38;500000;10;3000000;0;Pekerja Lepas
5300;N;M;28;3000000;10;2000000;3;Pedagang
5301;N;M;84;1900000;10;1500000;1;Guru/Dosen
5302;N;F;56;1600000;4;1200000;0;Pedagang
5303;N;M;66;500000;10;5000000;0;Buruh
5304;Y;M;80;700000;10;3000000;1;Wirausaha
5305;N;M;73;500000;5;3000000;2;Buruh
5306;N;F;93;1200000;4;1500000;1;Wirausaha
5307;N;M;71;3000000;3;3500000;0;Buruh
5308;N;M;79;1200000;16;4600000;4;Buruh
5309;Y;M;50;1900000;5;3500000;3;Pekerja Lepas
5310;Y;M;23;1400000;20;4600000;2;Pedagang
5311;N;M;73;1200000;10;4400000;3;Buruh
5312;N;M;79;1400000;10;4800000;2;Buruh
5313;Y;F;89;1200000;16;2300000;0;Wirausaha
5314;N;M;89;700000;4;4400000;0;Buruh
5315;Y;M;33;1500000;3;4800000;0;Pedagang
5316;Y;M;43;1600000;16;5000000;0;Pedagang
5317;N;M;56;1200000;10;5000000;5;Guru/Dosen
5318;Y;F;60;3000000;4;4600000;5;Pekerja Lepas
5319;N;M;78;3000000;5;4500000;1;Buruh
5320;Y;M;40;1200000;6;3500000;1;Pedagang
5321;N;F;64;1900000;4;2000000;5;Pedagang
5322;Y;M;73;500000;16;2500000;0;Pedagang
5323;Y;M;90;2500000;4;4600000;2;Pedagang
5324;N;M;84;700000;10;1800000;4;Buruh
5325;Y;M;46;1200000;12;3000000;2;Pekerja Lepas
5326;Y;F;86;500000;8;3000000;4;Wirausaha
5327;N;F;20;1600000;16;2300000;1;Buruh
5328;Y;F;96;1500000;5;2500000;0;Pedagang
5329;N;M;86;2000000;10;1200000;0;Pekerja Lepas
5330;Y;M;94;1900000;10;4000000;4;Pekerja Lepas
5331;N;M;65;2000000;8;2000000;4;Guru/Dosen
5332;N;M;75;2500000;3;1500000;2;Pedagang
5333;N;M;57;2500000;4;4500000;2;Buruh
5334;Y;M;56;700000;8;4500000;1;Wirausaha
5335;Y;M;87;500000;16;4500000;4;Wirausaha
5336;Y;M;25;1200000;5;4500000;2;Pedagang
5337;N;M;36;1800000;16;2000000;2;Wirausaha
5338;N;M;40;1400000;10;1800000;4;Pedagang
5339;N;M;79;3000000;20;2000000;0;Pedagang
5340;N;M;67;3000000;5;1800000;3;Pedagang
5341;N;M;91;3000000;4;1500000;0;Pekerja Lepas
5342;N;M;80;1200000;10;2000000;3;Pedagang
5343;Y;F;25;1600000;8;3000000;0;Pedagang
5344;N;M;68;500000;10;4800000;1;Buruh
5345;Y;M;22;500000;10;2300000;3;Pedagang
5346;N;M;22;1500000;4;4400000;3;Buruh
5347;N;M;86;3000000;3;4500000;0;Guru/Dosen
5348;N;M;34;1800000;16;2300000;5;Buruh
5349;Y;M;92;1200000;12;4800000;0;Wirausaha
5350;Y;M;78;2000000;8;3500000;5;Pedagang
5351;Y;M;40;1600000;8;3000000;0;Pedagang
5352;N;F;58;1900000;3;3000000;2;Guru/Dosen
5353;Y;M;80;1400000;6;2300000;0;Pedagang
5354;Y;M;21;1600000;10;3500000;3;Pedagang
5355;N;M;29;1000000;8;2000000;3;Pedagang
5356;N;F;44;1500000;6;2500000;4;Buruh
5357;Y;F;55;1400000;5;4500000;5;Pedagang
5358;N;F;66;1600000;16;1200000;0;Wirausaha
5359;Y;M;59;1200000;3;2300000;0;Wirausaha
5360;Y;F;20;1200000;6;2300000;0;Pekerja Lepas
5361;N;F;64;2000000;16;4600000;3;Buruh
5362;N;M;66;500000;5;4800000;2;Guru/Dosen
5363;N;M;84;1200000;20;2000000;4;Wirausaha
5364;Y;M;34;1200000;6;5000000;5;Pekerja Lepas
5365;N;F;60;1200000;4;3500000;4;Guru/Dosen
5366;Y;M;28;2000000;16;2300000;4;Pedagang
5367;N;M;34;700000;4;4400000;4;Guru/Dosen
5368;Y;M;79;500000;16;3500000;3;Wirausaha
5369;Y;F;61;700000;3;2500000;1;Wirausaha
5370;N;M;46;500000;5;4600000;5;Buruh
5371;Y;M;85;1600000;10;3000000;2;Wirausaha
5372;N;M;94;500000;10;4800000;3;Buruh
5373;N;M;85;1200000;4;1800000;1;Pedagang
5374;Y;F;99;500000;8;4500000;2;Wirausaha
5375;N;F;43;1500000;4;4400000;4;Guru/Dosen
5376;Y;M;72;2000000;10;4500000;4;Pedagang
5377;Y;M;65;1200000;20;2300000;0;Wirausaha
5378;N;F;58;1900000;3;1200000;0;Wirausaha
5379;Y;M;97;1200000;6;3000000;5;Pedagang
5380;N;F;78;2500000;20;1800000;1;Pedagang
5381;Y;M;89;2000000;12;2300000;1;Pekerja Lepas
5382;Y;M;59;1200000;5;4500000;5;Wirausaha
5383;Y;F;71;1900000;8;4500000;2;Pedagang
5384;Y;M;59;1200000;5;4600000;0;Pedagang
5385;Y;F;92;1000000;4;5000000;4;Pedagang
5386;N;M;43;1500000;4;1800000;5;Buruh
5387;N;M;62;1200000;20;2000000;2;Guru/Dosen
5388;Y;F;64;1200000;20;4600000;1;Pedagang
5389;Y;M;99;500000;10;4500000;0;Pedagang
5390;Y;F;98;700000;20;3000000;2;Wirausaha
5391;Y;M;71;1500000;16;3500000;4;Pekerja Lepas
5392;N;M;66;2000000;8;2500000;1;Buruh
5393;N;M;94;2000000;12;1200000;5;Pedagang
5394;N;M;35;1200000;3;3500000;2;Guru/Dosen
5395;Y;M;58;1900000;20;4000000;5;Pekerja Lepas
5396;Y;M;67;1600000;10;2500000;0;Pekerja Lepas
5397;N;F;68;1200000;16;4500000;5;Buruh
5398;N;F;73;2500000;12;4800000;3;Buruh
5399;N;M;61;1500000;5;1200000;2;Buruh
5400;Y;M;62;500000;10;4600000;3;Pekerja Lepas
5401;Y;F;56;500000;6;4800000;0;Pedagang
5402;N;M;96;1200000;10;4500000;4;Buruh
5403;N;F;78;1200000;4;2300000;2;Guru/Dosen
5404;N;M;79;500000;5;1800000;3;Pekerja Lepas
5405;N;F;55;1400000;4;1800000;1;Pedagang
5406;Y;F;67;1900000;16;5000000;3;Pedagang
5407;N;F;31;700000;16;2000000;4;Wirausaha
5408;N;F;66;1000000;10;1500000;3;Wirausaha
5409;Y;M;20;1200000;16;3500000;0;Buruh
5410;Y;M;86;1200000;10;5000000;2;Pedagang
5411;Y;M;23;500000;3;4400000;2;Pedagang
5412;Y;F;25;1500000;6;4500000;5;Wirausaha
5413;N;M;52;1200000;8;1500000;5;Buruh
5414;N;M;57;500000;12;1500000;4;Pedagang
5415;Y;M;21;700000;4;4400000;5;Wirausaha
5416;Y;F;21;2500000;6;4400000;0;Buruh
5417;Y;M;62;1200000;4;5000000;0;Pedagang
5418;Y;M;30;1600000;3;2300000;3;Wirausaha
5419;Y;M;53;1400000;6;4000000;2;Pekerja Lepas
5420;N;M;76;500000;5;1500000;5;Pedagang
5421;N;F;69;1400000;8;5000000;1;Guru/Dosen
5422;N;M;28;700000;6;1200000;1;Pekerja Lepas
5423;Y;M;69;1800000;5;2300000;3;Pedagang
5424;Y;F;94;1900000;10;4500000;0;Pekerja Lepas
5425;N;M;70;1200000;20;1500000;3;Pedagang
5426;Y;M;50;700000;3;4400000;2;Wirausaha
5427;N;M;87;500000;8;2000000;1;Wirausaha
5428;Y;F;97;1200000;4;4500000;5;Wirausaha
5429;N;M;80;500000;3;4600000;3;Guru/Dosen
5430;N;F;61;1600000;4;2500000;2;Guru/Dosen
5431;Y;M;45;1900000;4;2300000;0;Pedagang
5432;Y;F;63;500000;8;4800000;1;Pekerja Lepas
5433;Y;F;34;3000000;20;3500000;4;Pedagang
5434;Y;F;37;2000000;5;4800000;2;Buruh
5435;N;F;68;500000;6;1800000;0;Pedagang
5436;Y;F;79;1500000;5;2300000;1;Pedagang
5437;Y;M;74;1200000;12;4400000;0;Wirausaha
5438;Y;M;81;1800000;4;4800000;3;Pekerja Lepas
5439;N;M;85;1900000;16;4800000;5;Guru/Dosen
5440;N;M;53;500000;12;2000000;3;Pekerja Lepas
5441;Y;M;34;1400000;20;3500000;5;Pedagang
5442;Y;F;84;2500000;4;2500000;4;Pedagang
5443;Y;M;76;2500000;16;5000000;4;Pekerja Lepas
5444;N;M;93;1800000;5;1500000;0;Pedagang
5445;Y;M;84;1200000;5;4000000;1;Pedagang
5446;N;M;82;1200000;8;4600000;1;Guru/Dosen
5447;N;F;64;700000;16;2000000;4;Pekerja Lepas
5448;N;M;41;1400000;10;4000000;4;Buruh
5449;Y;F;94;1000000;20;3000000;0;Wirausaha
5450;Y;M;98;1600000;3;4000000;1;Pedagang
5451;N;M;64;1200000;20;1200000;4;Guru/Dosen
5452;N;M;69;500000;8;2000000;4;Pedagang
5453;N;F;90;700000;12;1800000;1;Pedagang
5454;N;F;72;1200000;16;2500000;3;Buruh
5455;Y;M;43;3000000;6;2300000;4;Pekerja Lepas
5456;N;M;82;2000000;8;3500000;1;Guru/Dosen
5457;N;F;89;1200000;12;2500000;2;Guru/Dosen
5458;Y;M;87;500000;20;4600000;4;Wirausaha
5459;Y;F;79;1000000;6;4400000;4;Pekerja Lepas
5460;Y;M;97;1200000;16;4400000;1;Pedagang
5461;Y;M;23;500000;4;4600000;4;Pekerja Lepas
5462;Y;M;38;1200000;4;3000000;4;Pekerja Lepas
5463;N;F;91;500000;3;4400000;1;Buruh
5464;Y;F;42;700000;20;5000000;0;Pekerja Lepas
5465;Y;M;35;1000000;5;2500000;5;Wirausaha
5466;Y;F;81;1600000;12;4600000;3;Pedagang
5467;Y;F;40;2000000;4;3500000;4;Pedagang
5468;N;F;96;1200000;10;1800000;4;Pedagang
5469;Y;F;39;1000000;16;2500000;4;Pedagang
5470;Y;F;70;1600000;12;3500000;4;Pedagang
5471;N;F;56;1600000;4;1200000;1;Wirausaha
5472;N;M;20;1600000;20;1200000;5;Guru/Dosen
5473;Y;F;56;3000000;10;4800000;2;Pedagang
5474;Y;F;22;2000000;10;5000000;2;Pedagang
5475;N;M;86;1200000;4;1500000;0;Pedagang
5476;Y;M;28;2500000;4;4500000;1;Wirausaha
5477;N;M;72;500000;10;2000000;1;Pedagang
5478;Y;M;67;1200000;16;4500000;1;Pedagang
5479;Y;M;45;1000000;4;2300000;2;Pekerja Lepas
5480;Y;M;33;500000;20;3000000;2;Pekerja Lepas
5481;N;M;97;1600000;6;2500000;3;Buruh
5482;N;M;68;500000;10;4000000;3;Buruh
5483;N;M;100;2500000;4;2000000;3;Pedagang
5484;Y;F;58;1800000;4;4600000;1;Pekerja Lepas
5485;N;M;49;500000;8;2000000;2;Pedagang
5486;N;F;68;1600000;16;2500000;4;Guru/Dosen
5487;Y;M;52;1200000;20;4500000;3;Pekerja Lepas
5488;N;M;45;500000;10;1200000;0;Buruh
5489;N;M;63;2500000;10;2000000;3;Pedagang
5490;Y;F;83;1600000;6;2500000;3;Pedagang
5491;Y;M;78;1500000;10;4000000;2;Pedagang
5492;N;M;38;1200000;6;1500000;5;Wirausaha
5493;N;M;85;1200000;10;1800000;1;Wirausaha
5494;Y;M;49;2500000;20;3000000;1;Pekerja Lepas
5495;N;M;79;1000000;16;1500000;1;Wirausaha
5496;N;M;69;1200000;4;4000000;5;Guru/Dosen
5497;Y;M;42;1000000;12;3000000;2;Pedagang
5498;Y;F;77;2500000;3;4500000;5;Pedagang
5499;Y;M;75;1200000;5;4400000;2;Pekerja Lepas
5500;Y;M;39;1800000;8;5000000;1;Pekerja Lepas
5501;N;M;38;2000000;3;1500000;5;Pekerja Lepas
5502;Y;M;34;1600000;12;4500000;0;Pekerja Lepas
5503;N;M;61;500000;5;2300000;4;Guru/Dosen
5504;Y;M;68;1600000;10;3000000;5;Pedagang
5505;N;M;61;2500000;10;3000000;4;Buruh
5506;Y;F;99;1200000;3;3500000;4;Pekerja Lepas
5507;N;M;81;1400000;4;2000000;1;Wirausaha
5508;N;M;67;500000;20;1500000;4;Buruh
5509;Y;F;30;500000;10;3500000;2;Wirausaha
5510;N;M;50;1200000;4;2000000;0;Guru/Dosen
5511;N;F;63;500000;16;2500000;5;Guru/Dosen
