Gender;Usia;Pinjaman;Tenor;Pemasukan;Tanggungan;Pekerjaan;Donasi
M;46;2000000;3;1800000;3;Pedagang;2
M;60;1600000;10;5000000;3;Pekerja Lepas;1
M;70;500000;10;3500000;4;Pekerja Lepas;3
M;27;1200000;4;3000000;2;Pedagang;4
M;42;700000;12;3000000;1;Buruh;0
M;96;500000;4;4400000;1;Pedagang;6
M;24;700000;4;1800000;4;Pedagang;5
M;35;500000;4;5000000;1;Pedagang;4
M;64;2000000;4;5000000;1;Pedagang;6
M;33;1600000;6;2500000;5;Pedagang;1
M;79;2500000;10;1800000;2;Guru/Dosen;5
M;91;2000000;10;3000000;0;Pedagang;7
F;47;1000000;20;3000000;1;Pekerja Lepas;0
M;62;1800000;5;3500000;3;Pedagang;2
F;91;1000000;8;4400000;2;Buruh;2
M;90;1200000;5;4800000;1;Pedagang;5
M;98;1600000;6;4000000;2;Guru/Dosen;0
M;89;2500000;3;2000000;3;Pekerja Lepas;1
M;32;1900000;5;4000000;3;Pedagang;0
F;32;1000000;12;3000000;1;Wirausaha;0
M;91;1800000;10;1800000;5;Pedagang;6
F;49;1500000;4;1800000;3;Pedagang;0
M;59;2500000;16;2300000;5;Pedagang;1
M;32;1000000;4;5000000;1;Pedagang;6
M;59;2000000;10;2000000;1;Pedagang;6
M;28;1200000;3;2300000;4;Pedagang;1
F;46;1800000;12;4600000;2;Pedagang;3
M;79;500000;8;1200000;2;Guru/Dosen;4
M;84;500000;8;3500000;2;Pedagang;0
M;79;1900000;6;4400000;4;Pedagang;1
M;28;500000;10;4800000;0;Buruh;4
M;45;700000;16;4800000;0;Buruh;6
M;84;1200000;5;4400000;2;Pekerja Lepas;2
M;44;2500000;20;4800000;1;Wirausaha;5
M;27;1200000;5;4800000;1;Pedagang;0
F;97;3000000;3;5000000;0;Wirausaha;3
F;82;700000;5;4500000;4;Wirausaha;5
F;49;500000;5;4500000;0;Wirausaha;1
M;25;2500000;16;2500000;0;Pedagang;0
M;25;1500000;4;3500000;4;Guru/Dosen;5
M;20;3000000;4;1800000;2;Pekerja Lepas;7
M;94;1200000;20;2300000;2;Wirausaha;0
M;50;2000000;16;4800000;3;Pekerja Lepas;1
F;60;1500000;6;2000000;0;Pedagang;1
M;97;500000;4;3500000;4;Pedagang;4
M;63;1200000;16;2300000;3;Pekerja Lepas;2
M;95;3000000;12;1200000;5;Buruh;4
F;38;1900000;8;2500000;1;Guru/Dosen;1
M;33;1800000;20;3000000;3;Pedagang;7
M;90;2500000;6;4600000;5;Wirausaha;0
F;41;1200000;8;1500000;2;Pedagang;1
M;24;700000;3;4800000;3;Guru/Dosen;5
F;58;1200000;20;3500000;1;Pekerja Lepas;1
F;81;1400000;6;3000000;0;Guru/Dosen;2
M;40;1800000;6;1200000;3;Wirausaha;3
M;76;1200000;10;4600000;2;Wirausaha;6
M;77;1800000;10;3000000;0;Pedagang;0
M;66;1000000;6;1500000;5;Guru/Dosen;5
M;53;500000;20;2000000;0;Wirausaha;0
M;42;1600000;3;3000000;4;Buruh;3
F;55;1500000;8;3000000;1;Guru/Dosen;3
M;64;1200000;6;4000000;1;Guru/Dosen;5
M;53;3000000;10;4800000;5;Buruh;1
M;29;1800000;3;3000000;2;Pedagang;2
F;83;500000;16;4000000;0;Guru/Dosen;4
F;79;1200000;10;2500000;1;Wirausaha;5
F;55;1500000;12;5000000;4;Pedagang;5
M;31;1600000;10;4800000;3;Pedagang;0
F;26;1200000;6;1500000;1;Pekerja Lepas;1
M;49;2000000;5;4400000;1;Pedagang;1
M;54;1200000;6;1800000;3;Wirausaha;1
F;45;1200000;10;2000000;5;Wirausaha;2
M;32;3000000;6;1500000;2;Pedagang;3
M;62;2500000;4;4800000;5;Guru/Dosen;1
M;39;1200000;6;4600000;3;Pekerja Lepas;1
M;28;700000;5;3500000;0;Buruh;1
F;68;1200000;3;3000000;2;Pekerja Lepas;8
M;79;2000000;4;5000000;2;Pekerja Lepas;4
M;66;3000000;8;2000000;1;Buruh;1
M;69;700000;3;1500000;3;Guru/Dosen;2
F;86;1500000;4;4400000;5;Buruh;3
M;37;700000;4;1500000;2;Buruh;1
M;45;1200000;4;1800000;3;Buruh;6
F;60;1500000;5;5000000;4;Pekerja Lepas;1
M;68;2500000;16;4400000;2;Pekerja Lepas;8
M;69;1900000;4;2000000;0;Pekerja Lepas;4
M;80;1900000;10;1200000;4;Wirausaha;4
M;37;1600000;20;1500000;4;Pedagang;5
F;22;700000;10;4000000;5;Guru/Dosen;1
M;76;1400000;12;4600000;5;Wirausaha;0
F;43;3000000;10;4500000;0;Pekerja Lepas;0
M;98;1500000;10;2300000;0;Buruh;6
F;83;1200000;10;1500000;0;Pedagang;0
F;28;1800000;20;5000000;1;Wirausaha;2
M;79;1800000;20;4600000;4;Pedagang;1
M;32;1200000;8;4000000;2;Pedagang;1
M;63;700000;4;2300000;3;Pedagang;0
F;33;700000;3;2500000;2;Pekerja Lepas;7
M;80;500000;4;2000000;2;Pedagang;1
M;99;1600000;4;4500000;5;Wirausaha;5
M;27;1800000;8;3000000;3;Buruh;8
M;88;500000;8;4800000;4;Guru/Dosen;3
M;54;700000;8;1800000;1;Pekerja Lepas;1
F;24;1400000;8;5000000;3;Pedagang;1
M;32;1900000;20;4400000;4;Guru/Dosen;0
M;54;1200000;8;1800000;1;Pedagang;3
F;48;1200000;10;4500000;0;Buruh;4
M;82;1800000;10;4800000;2;Pekerja Lepas;0
M;31;500000;16;4500000;2;Guru/Dosen;1
M;98;500000;3;1200000;4;Pedagang;2
M;63;500000;16;4000000;0;Pekerja Lepas;0
F;45;1800000;3;1800000;0;Pedagang;4
M;62;1800000;3;1200000;4;Buruh;2
F;99;1900000;8;2500000;0;Pekerja Lepas;4
M;72;1200000;3;4000000;1;Wirausaha;2
M;71;500000;6;2000000;4;Wirausaha;5
M;95;1400000;6;4500000;0;Pedagang;6
F;25;3000000;6;1800000;2;Buruh;7
M;69;500000;10;5000000;0;Guru/Dosen;2
M;56;1600000;3;1800000;1;Wirausaha;6
M;85;2000000;20;2300000;2;Pekerja Lepas;5
M;33;1400000;6;4800000;0;Pedagang;3
M;22;1200000;16;1800000;3;Pekerja Lepas;6
F;30;1500000;12;2500000;4;Pekerja Lepas;2
M;52;1600000;3;4600000;5;Buruh;0
M;35;1900000;12;1200000;1;Pekerja Lepas;1
M;96;1600000;3;1200000;1;Pedagang;5
F;95;1000000;6;3000000;0;Pedagang;0
M;84;2500000;6;2500000;5;Guru/Dosen;0
M;83;1000000;20;1800000;2;Guru/Dosen;5
F;31;500000;20;2500000;3;Guru/Dosen;3
M;52;2500000;10;4400000;5;Pedagang;1
M;61;1400000;4;1200000;2;Pekerja Lepas;6
F;83;700000;20;3500000;5;Guru/Dosen;0
M;64;700000;8;2000000;5;Wirausaha;0
F;46;1800000;4;2300000;4;Pedagang;0
F;35;1200000;16;4000000;0;Wirausaha;6
M;97;1500000;4;4600000;0;Guru/Dosen;5
M;21;500000;10;2300000;0;Pedagang;2
M;32;500000;8;4500000;2;Wirausaha;8
M;44;3000000;20;2500000;0;Guru/Dosen;1
F;36;1600000;3;5000000;0;Guru/Dosen;5
M;24;1400000;5;2500000;2;Buruh;2
F;31;1900000;10;1500000;0;Buruh;8
M;33;2000000;16;5000000;3;Buruh;3
M;65;1200000;16;4000000;0;Guru/Dosen;5
F;50;1600000;4;4500000;5;Pedagang;1
M;69;1500000;6;4600000;1;Buruh;6
F;55;700000;5;3500000;2;Buruh;6
M;93;2000000;4;5000000;4;Pedagang;6
M;72;700000;8;1500000;4;Wirausaha;0
M;45;2500000;4;2500000;1;Pedagang;7
M;51;3000000;10;4000000;2;Buruh;5
F;73;500000;5;4600000;1;Pedagang;0
F;47;1000000;10;4800000;4;Pekerja Lepas;6
F;27;1200000;6;2000000;2;Wirausaha;0
F;81;2500000;10;2500000;5;Wirausaha;6
M;99;1500000;5;4000000;5;Pedagang;5
M;23;1800000;5;3500000;5;Guru/Dosen;2
M;62;1900000;16;4500000;5;Pedagang;4
M;49;1600000;4;4400000;5;Pedagang;3
F;43;1000000;4;3000000;1;Pedagang;4
F;70;700000;6;4500000;5;Pekerja Lepas;5
F;39;2500000;4;4800000;3;Pekerja Lepas;1
M;87;1900000;16;1800000;4;Guru/Dosen;3
M;51;1500000;12;4400000;4;Buruh;6
F;39;1800000;10;2300000;3;Buruh;6
M;88;2000000;6;3500000;5;Wirausaha;1
M;47;1400000;4;4500000;2;Buruh;1
M;71;700000;16;3500000;1;Pedagang;1
M;30;1000000;3;4800000;1;Pedagang;0
F;20;1200000;12;1200000;5;Wirausaha;1
M;32;2000000;4;1200000;3;Wirausaha;0
M;94;2000000;6;1800000;4;Buruh;0
M;23;1200000;8;2500000;1;Pedagang;0
F;30;3000000;6;4500000;3;Pekerja Lepas;0
M;55;1200000;5;2000000;5;Buruh;1
F;38;2000000;3;5000000;3;Pedagang;0
F;24;700000;4;2500000;4;Pedagang;1
M;86;1000000;20;5000000;5;Wirausaha;1
M;87;1000000;20;5000000;4;Pedagang;2
F;71;2000000;8;4800000;1;Buruh;2
F;57;1900000;20;3000000;4;Pedagang;3
M;97;700000;8;3000000;3;Guru/Dosen;0
F;35;2500000;5;4400000;4;Buruh;6
M;45;1600000;12;4000000;2;Pekerja Lepas;3
M;57;3000000;6;2500000;0;Wirausaha;6
M;29;1200000;16;1200000;0;Guru/Dosen;2
M;94;1400000;4;2500000;0;Pedagang;4
F;75;1400000;8;3000000;3;Wirausaha;5
M;65;3000000;6;2000000;3;Wirausaha;6
M;41;1900000;4;2000000;1;Guru/Dosen;6
M;26;1500000;12;4800000;3;Buruh;1
F;62;1000000;20;4400000;2;Buruh;1
M;87;700000;4;4800000;5;Pedagang;0
F;32;500000;12;4800000;3;Pedagang;1
M;81;1200000;20;1200000;5;Guru/Dosen;1
M;54;700000;20;3500000;2;Buruh;0
M;80;2500000;20;3000000;3;Pedagang;6
F;77;1500000;10;1200000;1;Pedagang;0
F;84;1200000;10;5000000;0;Wirausaha;0
M;47;1000000;20;1200000;1;Guru/Dosen;2
M;31;500000;3;1200000;3;Guru/Dosen;1
M;21;1500000;10;4400000;5;Wirausaha;0
M;67;3000000;8;2000000;4;Wirausaha;0
F;88;1900000;10;4800000;5;Buruh;1
M;93;3000000;4;4400000;0;Guru/Dosen;0
F;61;700000;16;1500000;3;Pedagang;0
M;95;500000;3;4600000;1;Buruh;6
M;52;1200000;6;2300000;5;Wirausaha;0
M;82;1400000;10;4400000;5;Wirausaha;0
M;78;1400000;4;2500000;1;Pedagang;1
F;62;1000000;6;2000000;3;Pedagang;1
F;85;2500000;3;2000000;1;Guru/Dosen;0
M;83;1900000;10;4000000;4;Pedagang;2
M;95;3000000;8;4000000;5;Buruh;0
M;98;1400000;6;1500000;0;Pedagang;6
M;83;1200000;10;1200000;4;Buruh;4
M;38;500000;20;1800000;1;Pedagang;6
M;46;3000000;20;1800000;5;Pedagang;0
F;72;500000;6;2500000;1;Pedagang;0
M;90;500000;4;4600000;2;Guru/Dosen;0
F;95;1800000;8;4600000;2;Pedagang;0
F;91;3000000;5;3000000;2;Wirausaha;0
F;30;1500000;12;1500000;1;Wirausaha;1
F;25;1900000;5;1200000;0;Pedagang;2
M;53;500000;6;4800000;3;Pedagang;8
F;25;1200000;8;1500000;4;Pedagang;1
F;92;1200000;12;2500000;3;Pekerja Lepas;0
M;40;1400000;4;4600000;2;Guru/Dosen;1
M;44;2000000;4;4600000;2;Buruh;4
M;98;500000;3;2500000;1;Buruh;5
M;82;1200000;10;3500000;1;Pedagang;4
M;48;1400000;10;1800000;2;Buruh;6
M;62;1500000;10;4400000;1;Pedagang;4
F;46;3000000;4;1800000;1;Buruh;4
M;72;1600000;12;5000000;3;Guru/Dosen;1
M;27;1200000;20;1500000;5;Pekerja Lepas;7
M;95;500000;3;2000000;3;Pekerja Lepas;0
M;78;2000000;16;1800000;3;Buruh;6
F;21;1200000;10;4400000;2;Guru/Dosen;0
F;75;1200000;3;1800000;0;Guru/Dosen;0
M;90;1800000;20;4800000;2;Guru/Dosen;0
F;51;500000;3;5000000;4;Pedagang;1
F;93;500000;5;1200000;4;Pedagang;8
F;63;1200000;16;4800000;3;Buruh;6
M;45;1200000;10;1800000;1;Wirausaha;4
M;89;1200000;20;3000000;4;Pekerja Lepas;6
F;30;500000;8;5000000;2;Wirausaha;0
M;93;1200000;8;3000000;4;Buruh;4
F;89;2000000;5;1800000;0;Guru/Dosen;1
F;77;3000000;3;1500000;0;Pedagang;4
M;42;2000000;10;2300000;3;Guru/Dosen;1
M;33;2000000;16;2300000;3;Guru/Dosen;3
M;80;2000000;4;4400000;2;Pedagang;2
M;64;1900000;20;3500000;1;Wirausaha;0
M;20;2500000;4;4800000;2;Pedagang;3
M;50;2000000;3;2000000;0;Guru/Dosen;4
F;82;2500000;10;1500000;5;Buruh;6
M;41;2500000;5;2500000;0;Guru/Dosen;2
M;52;1600000;4;5000000;2;Pedagang;7
M;40;1000000;12;3000000;2;Wirausaha;2
M;55;2500000;3;1200000;1;Pekerja Lepas;5
F;88;1800000;16;1800000;1;Buruh;6
M;46;2500000;16;1500000;4;Guru/Dosen;1
M;53;1000000;4;1200000;1;Pedagang;1
M;67;1200000;5;1200000;1;Wirausaha;5
M;68;2500000;4;2300000;4;Wirausaha;1
M;39;700000;6;1800000;2;Pedagang;6
M;94;1200000;4;1200000;0;Guru/Dosen;4
M;90;2000000;10;5000000;4;Pedagang;7
M;62;3000000;10;4600000;2;Pekerja Lepas;1
M;48;1900000;5;3500000;5;Pedagang;7
F;43;1200000;10;4600000;5;Pekerja Lepas;1
M;82;1500000;16;2300000;0;Pekerja Lepas;1
M;91;1800000;4;4600000;2;Pekerja Lepas;3
F;81;500000;6;2000000;1;Pedagang;7
M;42;1200000;10;3000000;4;Pedagang;1
M;54;1200000;10;4600000;1;Pedagang;7
M;23;3000000;4;3000000;3;Pedagang;5
F;40;500000;4;2500000;2;Pekerja Lepas;4
M;78;1200000;12;4000000;2;Buruh;0
M;88;3000000;16;4500000;5;Pedagang;3
M;57;1600000;3;1500000;1;Pedagang;8
M;54;1500000;5;3000000;5;Guru/Dosen;3
F;76;1000000;6;4600000;4;Pekerja Lepas;8
F;59;1400000;10;3000000;5;Pedagang;2
M;37;500000;10;5000000;0;Buruh;7
F;86;3000000;4;4400000;4;Wirausaha;1
M;69;1200000;5;4000000;5;Pedagang;0
F;21;1600000;4;4500000;1;Guru/Dosen;5
F;50;2500000;3;1200000;4;Pedagang;4
F;65;1200000;16;5000000;0;Pedagang;5
M;72;1500000;10;2000000;3;Buruh;4
F;21;1200000;4;3500000;0;Wirausaha;0
M;64;1000000;4;4400000;3;Guru/Dosen;4
F;79;1400000;16;4400000;3;Buruh;1
M;56;500000;8;2300000;5;Pedagang;1
M;20;500000;20;1800000;2;Wirausaha;6
M;86;1400000;10;1500000;5;Buruh;1
M;95;1900000;16;4600000;0;Buruh;0
M;21;700000;5;4800000;1;Guru/Dosen;3
F;98;3000000;3;4800000;5;Wirausaha;4
M;59;2000000;4;3500000;4;Buruh;1
M;46;1200000;10;4400000;0;Pedagang;5
F;50;500000;4;2500000;4;Pedagang;4
M;71;1600000;4;3500000;2;Buruh;0
F;80;700000;3;3500000;1;Pekerja Lepas;2
F;53;1600000;6;2300000;0;Wirausaha;2
M;85;1900000;5;1200000;3;Wirausaha;0
M;30;1000000;16;3500000;0;Pedagang;6
M;26;2500000;10;2300000;0;Guru/Dosen;3
F;46;1900000;12;2300000;5;Pedagang;1
M;34;2000000;6;1500000;5;Guru/Dosen;1
M;63;1800000;8;1200000;0;Wirausaha;8
M;45;1800000;10;5000000;0;Pedagang;1
M;72;1200000;10;5000000;3;Pekerja Lepas;0
M;85;1400000;8;5000000;5;Guru/Dosen;6
M;34;1200000;8;3000000;3;Pekerja Lepas;8
M;100;1800000;10;5000000;2;Buruh;0
F;98;500000;4;2300000;4;Buruh;2
M;97;3000000;12;4000000;3;Guru/Dosen;0
F;62;1500000;8;4400000;0;Pedagang;0
F;28;500000;10;1500000;4;Guru/Dosen;2
F;97;500000;3;5000000;5;Guru/Dosen;2
M;39;1000000;8;2500000;4;Pedagang;2
F;68;1400000;4;1500000;1;Wirausaha;1
F;32;500000;10;4500000;5;Pekerja Lepas;1
M;28;500000;10;4000000;1;Pedagang;1
M;100;1600000;3;1200000;5;Pekerja Lepas;1
M;89;1900000;5;2300000;3;Guru/Dosen;8
M;53;1500000;4;5000000;3;Pedagang;1
M;31;1200000;4;1500000;5;Pedagang;0
F;42;2500000;3;2500000;1;Pekerja Lepas;3
M;50;2000000;12;1800000;4;Buruh;4
F;98;2000000;10;1800000;0;Pedagang;5
M;73;700000;6;4500000;0;Guru/Dosen;1
M;48;1600000;6;4400000;0;Pedagang;0
M;92;500000;20;1500000;5;Pedagang;1
F;63;500000;3;4000000;1;Guru/Dosen;2
F;42;700000;12;4000000;0;Pekerja Lepas;7
M;96;1200000;12;2300000;4;Pedagang;1
M;31;2500000;6;2300000;1;Pedagang;4
M;69;1200000;10;5000000;1;Wirausaha;0
M;99;3000000;4;4800000;3;Wirausaha;4
F;60;500000;20;1200000;1;Pedagang;3
F;44;700000;8;4600000;4;Pedagang;1
M;40;1000000;3;4800000;5;Buruh;3
F;95;2500000;20;4500000;5;Wirausaha;2
F;49;1200000;8;4500000;3;Wirausaha;3
F;79;1200000;16;1200000;0;Wirausaha;1
M;100;1600000;4;1800000;1;Buruh;1
F;68;1500000;3;4500000;4;Pekerja Lepas;2
F;21;1200000;5;3000000;3;Wirausaha;2
M;22;1200000;4;4400000;2;Pekerja Lepas;4
M;48;1200000;10;1500000;1;Pekerja Lepas;2
M;48;500000;5;2500000;0;Buruh;3
M;51;500000;10;4400000;1;Buruh;6
M;37;1000000;4;2500000;5;Buruh;6
F;63;1800000;4;4800000;2;Guru/Dosen;1
F;79;1000000;20;4800000;5;Wirausaha;5
F;33;1000000;20;4500000;4;Buruh;6
F;76;700000;8;1800000;0;Guru/Dosen;5
M;43;2000000;6;2500000;2;Wirausaha;6
M;30;1200000;20;4500000;2;Pedagang;7
M;99;1600000;4;2500000;4;Pekerja Lepas;0
F;92;1600000;3;1800000;4;Pedagang;6
F;49;1500000;4;1800000;5;Buruh;6
M;93;1400000;4;1200000;0;Pedagang;6
F;52;500000;10;4600000;5;Buruh;1
M;64;700000;8;2500000;1;Guru/Dosen;5
M;83;1500000;16;1500000;4;Pekerja Lepas;3
M;34;1600000;5;4600000;2;Buruh;5
M;25;1000000;4;1500000;4;Guru/Dosen;2
M;37;2000000;6;1500000;3;Wirausaha;7
M;38;1000000;4;2300000;0;Pedagang;6
F;74;700000;5;5000000;0;Pedagang;0
F;67;2000000;4;2500000;3;Pedagang;3
M;65;1500000;16;4400000;1;Pedagang;0
M;75;1200000;4;1500000;2;Buruh;8
M;40;700000;20;4400000;5;Pedagang;1
M;93;2500000;12;1800000;1;Guru/Dosen;0
M;21;1800000;6;4800000;4;Pedagang;2
F;83;500000;16;1800000;2;Pedagang;3
M;90;500000;8;1800000;2;Wirausaha;6
M;44;2500000;8;1500000;4;Pekerja Lepas;6
M;92;1200000;10;2300000;1;Pedagang;6
M;79;1000000;8;2000000;4;Pedagang;0
M;40;700000;10;2500000;0;Pedagang;8
M;73;700000;8;4800000;4;Pekerja Lepas;2
M;83;3000000;16;4400000;2;Pedagang;6
M;57;1400000;3;4000000;4;Pedagang;1
F;86;1200000;16;1800000;4;Wirausaha;1
F;22;1200000;8;4500000;0;Buruh;2
M;97;1500000;8;4800000;5;Pekerja Lepas;0
F;45;1200000;3;1800000;2;Guru/Dosen;2
F;72;1200000;16;2300000;2;Guru/Dosen;0
M;24;1500000;4;2300000;3;Pedagang;7
M;23;1600000;10;5000000;3;Wirausaha;4
M;47;1600000;16;2500000;4;Pedagang;2
M;46;1800000;16;4500000;1;Guru/Dosen;1
M;95;1500000;10;4500000;0;Pekerja Lepas;1
F;58;1900000;4;4600000;3;Pedagang;1
M;80;1200000;4;2300000;4;Pekerja Lepas;5
M;40;500000;8;4000000;3;Pedagang;6
M;42;500000;3;4000000;5;Buruh;1
M;95;1600000;12;2500000;4;Guru/Dosen;1
M;69;2000000;3;2000000;4;Pekerja Lepas;6
M;79;1600000;10;1200000;3;Guru/Dosen;5
M;98;1000000;4;3500000;1;Pedagang;7
M;41;700000;5;1200000;3;Buruh;1
F;83;700000;3;4400000;4;Pedagang;6
M;53;3000000;10;4400000;0;Pekerja Lepas;2
M;33;2000000;8;4500000;4;Pedagang;5
M;68;700000;10;1200000;5;Guru/Dosen;6
M;74;1200000;3;4800000;3;Pekerja Lepas;3
F;71;1400000;10;4000000;5;Pedagang;5
M;79;1900000;16;4800000;1;Wirausaha;1
F;34;500000;20;3500000;1;Pekerja Lepas;1
M;61;3000000;8;3000000;5;Buruh;0
M;36;500000;5;3500000;5;Pekerja Lepas;6
F;84;1200000;16;2300000;1;Pedagang;1
F;98;700000;5;5000000;1;Pekerja Lepas;2
M;25;3000000;10;4400000;0;Wirausaha;0
M;98;1200000;5;2300000;1;Pekerja Lepas;2
M;51;1900000;12;1800000;3;Guru/Dosen;2
M;23;700000;8;2500000;4;Buruh;1
F;57;1800000;10;4800000;0;Pedagang;0
F;36;3000000;12;4800000;1;Pedagang;5
M;85;500000;10;5000000;3;Guru/Dosen;2
F;89;1800000;16;2500000;1;Pedagang;5
M;24;1000000;5;4500000;1;Pedagang;1
M;27;1200000;4;1200000;4;Pedagang;0
F;51;1000000;5;3000000;2;Pedagang;1
F;74;500000;5;4000000;5;Pekerja Lepas;6
F;90;1900000;16;1200000;1;Pedagang;6
M;68;1200000;10;2500000;0;Buruh;5
M;62;500000;3;2000000;4;Wirausaha;1
F;64;1000000;5;4500000;0;Buruh;0
M;83;3000000;4;2300000;2;Pedagang;5
F;71;1900000;5;4500000;0;Buruh;0
M;77;1200000;10;1200000;2;Wirausaha;2
M;55;1900000;6;1500000;0;Pedagang;5
M;85;2500000;4;5000000;0;Pekerja Lepas;6
M;88;1200000;4;4000000;3;Wirausaha;6
M;86;700000;10;2500000;0;Pekerja Lepas;6
M;60;500000;8;1800000;2;Buruh;7
M;72;3000000;16;4400000;5;Guru/Dosen;4
M;72;1200000;16;1200000;0;Pedagang;5
M;65;3000000;16;4500000;0;Pedagang;4
M;37;1600000;5;2300000;0;Wirausaha;5
M;92;500000;8;4000000;3;Wirausaha;1
M;88;1800000;10;4000000;5;Guru/Dosen;5
F;95;1400000;16;3000000;5;Pekerja Lepas;4
M;43;1200000;4;4600000;0;Guru/Dosen;1
M;23;500000;20;4800000;4;Guru/Dosen;1
M;51;1200000;12;4000000;1;Pekerja Lepas;1
M;21;1200000;4;4400000;5;Guru/Dosen;5
M;88;700000;4;1500000;4;Pedagang;0
M;76;1400000;20;5000000;2;Guru/Dosen;0
M;22;1200000;4;4000000;0;Buruh;0
F;38;500000;16;4500000;0;Pedagang;1
M;95;700000;4;4000000;1;Guru/Dosen;5
F;40;1800000;10;2300000;0;Guru/Dosen;1
M;51;3000000;4;1800000;5;Wirausaha;6
M;82;1500000;6;5000000;3;Pekerja Lepas;1
M;22;3000000;20;1500000;1;Pedagang;2
M;94;700000;5;4500000;3;Wirausaha;0
M;77;2500000;10;3500000;2;Wirausaha;5
M;76;1500000;6;2300000;3;Buruh;1
F;79;1200000;3;2000000;5;Pekerja Lepas;0
M;24;700000;12;2500000;4;Pedagang;6
F;46;500000;3;4800000;2;Pedagang;6
F;55;1600000;6;4800000;2;Pedagang;1
M;32;2000000;16;1800000;2;Buruh;7
F;44;500000;4;3500000;2;Pedagang;8
M;97;1200000;4;5000000;5;Wirausaha;4
M;100;1400000;10;4000000;5;Guru/Dosen;5
F;20;1200000;5;3000000;0;Pedagang;4
F;30;2000000;3;1200000;2;Wirausaha;0
M;57;1600000;8;4500000;4;Wirausaha;5
F;75;500000;10;4600000;0;Wirausaha;8
M;82;1900000;4;4000000;5;Pekerja Lepas;1
M;89;1500000;20;3000000;1;Buruh;4
M;48;3000000;20;5000000;2;Guru/Dosen;7
M;88;500000;5;1500000;0;Pedagang;8
M;39;500000;12;3000000;5;Pekerja Lepas;3
M;81;1200000;8;2300000;0;Pedagang;1
M;70;1500000;6;2000000;4;Pedagang;4
M;99;3000000;8;2000000;4;Pekerja Lepas;0
M;44;3000000;10;4500000;1;Guru/Dosen;1
M;79;1000000;5;1200000;1;Pekerja Lepas;1
F;44;2500000;4;4600000;1;Pedagang;6
M;70;1200000;4;4000000;4;Pedagang;5
M;52;1600000;12;3500000;5;Pekerja Lepas;6
M;70;500000;4;4600000;1;Buruh;6
M;38;1200000;10;1800000;2;Pekerja Lepas;5
M;71;1400000;20;2500000;3;Guru/Dosen;4
M;98;1400000;8;2300000;5;Pekerja Lepas;1
M;74;500000;5;2300000;4;Pekerja Lepas;3
M;73;500000;10;1800000;5;Pekerja Lepas;2
M;91;1400000;4;4600000;5;Pedagang;4
F;67;1400000;20;1500000;2;Buruh;1
M;48;1400000;12;4400000;2;Pedagang;1
M;54;1600000;4;4600000;1;Buruh;2
F;94;500000;4;4000000;0;Guru/Dosen;0
F;88;700000;4;2500000;5;Guru/Dosen;2
F;90;2000000;16;1200000;3;Pedagang;5
M;67;2500000;6;3500000;2;Buruh;5
M;81;1400000;12;4400000;1;Wirausaha;2
M;54;1400000;10;2000000;0;Buruh;3
F;88;3000000;20;3500000;1;Guru/Dosen;4
F;41;700000;12;1800000;5;Pedagang;0
M;71;1500000;8;4800000;5;Pedagang;3
M;74;500000;20;4000000;3;Pedagang;1
F;35;3000000;10;2500000;5;Wirausaha;6
M;84;1200000;10;2300000;1;Pedagang;6
M;65;1600000;12;1200000;5;Wirausaha;6
M;73;1400000;5;4800000;1;Guru/Dosen;2
M;39;1600000;6;5000000;1;Guru/Dosen;3
M;96;700000;6;3500000;1;Pedagang;1
F;51;1000000;8;4500000;4;Guru/Dosen;1
M;22;1200000;8;4000000;5;Buruh;3
M;34;1000000;20;1200000;4;Pekerja Lepas;5
M;72;500000;10;4000000;5;Guru/Dosen;0
M;42;1200000;8;2500000;4;Pedagang;8
F;65;500000;4;1200000;5;Guru/Dosen;7
M;100;500000;6;4600000;1;Pedagang;2
F;31;500000;5;4600000;4;Pekerja Lepas;4
M;59;2500000;12;1200000;3;Guru/Dosen;1
F;56;1200000;12;2300000;4;Pedagang;1
F;76;1400000;20;1200000;0;Pekerja Lepas;1
F;43;2500000;10;2500000;5;Pedagang;6
M;29;1800000;12;3500000;4;Guru/Dosen;6
M;35;1000000;5;4000000;0;Pekerja Lepas;3
M;24;700000;4;2000000;0;Buruh;2
F;56;1200000;10;2000000;4;Pedagang;1
F;20;1600000;10;4000000;5;Buruh;7
M;54;700000;3;2300000;1;Pedagang;1
F;47;1000000;10;5000000;1;Pedagang;4
M;36;3000000;8;2500000;3;Guru/Dosen;3
M;39;500000;6;1200000;4;Guru/Dosen;5
M;35;1000000;16;5000000;3;Pekerja Lepas;3
M;66;1600000;3;2500000;1;Pekerja Lepas;1
M;28;1900000;12;1200000;0;Buruh;2
M;75;500000;12;2300000;0;Guru/Dosen;1
M;44;1400000;6;2000000;1;Pedagang;6
F;65;1200000;10;3500000;2;Buruh;1
F;48;1200000;4;1500000;3;Pedagang;2
M;22;3000000;16;4800000;3;Pedagang;0
M;98;3000000;4;1800000;1;Guru/Dosen;5
M;82;1200000;10;2000000;1;Pedagang;5
M;39;1800000;10;1500000;3;Buruh;6
F;66;3000000;10;3500000;2;Pedagang;6
F;35;1000000;4;1200000;1;Pedagang;0
M;65;500000;3;4000000;1;Buruh;6
F;65;500000;20;4400000;0;Buruh;7
F;75;700000;12;2300000;5;Pedagang;4
F;43;1000000;12;2000000;4;Guru/Dosen;4
