;approval;gender;usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;donasi
5517;N;M;43;1200000;6;1500000;1;Wirausaha;1
5518;N;M;65;1200000;8;3000000;0;Guru/Dosen;0
5519;N;F;77;1000000;16;2000000;5;Pedagang;1
5520;Y;F;59;1200000;8;4600000;0;Wirausaha;3
5521;N;M;66;700000;20;4500000;4;Buruh;0
5522;Y;F;74;1200000;20;2500000;4;Pedagang;1
5523;N;M;40;1200000;10;4400000;3;Guru/Dosen;1
5524;Y;M;71;1200000;5;3500000;2;Wirausaha;4
5525;Y;M;25;1500000;20;4600000;2;Wirausaha;3
5526;N;F;76;700000;8;4600000;1;Guru/Dosen;4
5527;Y;F;65;1600000;10;4400000;0;Pekerja Lepas;6
5528;N;F;49;700000;10;1800000;4;Pekerja Lepas;1
5529;Y;M;30;1400000;4;4000000;3;Pekerja Lepas;0
5530;Y;M;85;1500000;3;4000000;0;Wirausaha;2
5531;N;F;35;1600000;5;1800000;2;Wirausaha;5
5532;Y;M;42;1400000;4;4800000;5;Wirausaha;4
5533;Y;M;56;2000000;20;4000000;1;Pekerja Lepas;3
5534;N;M;73;1600000;5;1500000;3;Pedagang;1
5535;Y;M;95;2500000;10;4600000;0;Pedagang;5
5536;N;F;61;500000;3;1500000;3;Pekerja Lepas;4
5537;N;F;93;1400000;4;4800000;2;Guru/Dosen;2
5538;N;M;45;2000000;3;2300000;2;Buruh;2
5539;Y;M;35;1200000;8;5000000;5;Pekerja Lepas;6
5540;N;F;38;2500000;12;1500000;2;Pedagang;1
5541;Y;F;67;500000;5;4400000;0;Pedagang;5
5542;N;M;30;1600000;10;1500000;5;Wirausaha;4
5543;N;M;36;1600000;8;1500000;1;Pedagang;0
5544;N;M;60;1900000;3;1200000;0;Pekerja Lepas;4
5545;N;M;91;1800000;3;1500000;3;Pedagang;0
5546;Y;M;95;1000000;20;4000000;3;Pedagang;2
5547;N;F;54;3000000;4;2500000;1;Guru/Dosen;4
5548;N;F;93;1400000;3;1200000;5;Guru/Dosen;3
5549;N;F;25;1200000;3;1800000;4;Wirausaha;6
5550;Y;F;24;1800000;16;4000000;1;Guru/Dosen;4
5551;Y;M;66;1800000;20;4600000;0;Wirausaha;2
5552;N;M;89;1500000;3;2000000;4;Pekerja Lepas;1
5553;N;M;60;500000;3;2500000;5;Buruh;5
5554;Y;M;20;1200000;3;4600000;3;Wirausaha;1
5555;Y;F;25;500000;16;4400000;0;Pedagang;6
5556;Y;M;83;500000;3;3000000;4;Wirausaha;1
5557;Y;F;49;1900000;4;3000000;0;Buruh;2
5558;N;M;55;1200000;16;1500000;1;Guru/Dosen;0
5559;N;F;25;3000000;10;2000000;4;Guru/Dosen;1
5560;Y;M;95;1200000;5;3000000;1;Pedagang;5
5561;Y;M;89;1900000;20;4600000;0;Pedagang;7
5562;Y;M;24;2500000;4;4600000;4;Wirausaha;4
5563;Y;M;41;1500000;10;4800000;4;Pekerja Lepas;1
5564;N;M;97;1000000;3;1200000;5;Pedagang;6
5565;Y;M;47;1000000;3;5000000;1;Wirausaha;0
5566;Y;F;48;2500000;4;4600000;5;Wirausaha;1
5567;N;F;69;3000000;5;1800000;3;Wirausaha;0
5568;N;M;91;1600000;5;2000000;0;Guru/Dosen;2
5569;N;M;30;1400000;3;4600000;5;Buruh;2
5570;N;M;72;1000000;3;1200000;1;Buruh;6
5571;Y;M;69;500000;4;3500000;3;Pedagang;6
5572;N;M;34;2000000;3;3000000;5;Buruh;5
5573;Y;M;47;1600000;20;4000000;1;Guru/Dosen;6
5574;Y;F;38;1200000;3;4600000;1;Pedagang;4
5575;Y;F;20;1200000;4;4600000;2;Buruh;3
5576;Y;F;56;1200000;4;4000000;0;Guru/Dosen;6
5577;N;M;49;1500000;10;1800000;0;Wirausaha;0
5578;N;M;35;1000000;4;2300000;4;Buruh;1
5579;N;M;81;1900000;4;1800000;5;Wirausaha;8
5580;N;F;68;1200000;4;1500000;5;Pekerja Lepas;5
5581;Y;F;32;1800000;10;4600000;0;Buruh;8
5582;N;F;76;3000000;10;1200000;2;Wirausaha;3
5583;N;M;22;500000;10;1200000;5;Wirausaha;0
5584;Y;M;36;1900000;4;4500000;0;Wirausaha;0
5585;Y;M;74;2000000;4;4400000;1;Pedagang;3
5586;Y;M;20;1800000;4;4400000;5;Wirausaha;0
5587;N;F;44;1800000;4;1200000;2;Buruh;4
5588;Y;F;33;1400000;10;3500000;4;Pedagang;3
5589;N;M;97;1600000;12;1500000;4;Guru/Dosen;3
5590;Y;M;99;3000000;4;4600000;0;Pedagang;4
5591;N;F;57;1400000;20;2000000;1;Pekerja Lepas;3
5592;N;M;87;1500000;5;5000000;3;Buruh;6
5593;Y;F;63;1400000;4;4600000;5;Pekerja Lepas;0
5594;Y;M;41;1200000;8;4800000;4;Pekerja Lepas;6
5595;N;M;35;1400000;20;1500000;3;Wirausaha;7
5596;Y;F;66;2500000;6;4500000;0;Pedagang;4
5597;Y;M;89;1900000;6;4000000;1;Pedagang;1
5598;N;M;74;1500000;6;2500000;2;Guru/Dosen;1
5599;Y;F;77;1400000;4;5000000;5;Pedagang;6
5600;N;M;76;3000000;5;2000000;2;Guru/Dosen;1
5601;N;F;85;2000000;6;3000000;5;Guru/Dosen;1
5602;Y;M;92;700000;12;4500000;2;Wirausaha;1
5603;N;M;61;1000000;20;2300000;0;Guru/Dosen;3
5604;N;M;93;2500000;6;4500000;4;Guru/Dosen;0
5605;N;M;54;1200000;6;2300000;3;Guru/Dosen;4
5606;N;M;71;2500000;4;4000000;0;Buruh;1
5607;Y;M;77;1400000;10;3500000;1;Wirausaha;2
5608;N;F;78;3000000;16;2000000;3;Guru/Dosen;1
5609;Y;M;28;1800000;3;4500000;0;Pekerja Lepas;5
5610;Y;M;45;700000;6;4000000;5;Pedagang;5
5611;N;F;33;1200000;3;4600000;4;Guru/Dosen;0
5612;Y;M;37;3000000;16;2300000;4;Wirausaha;3
5613;N;F;37;500000;10;2000000;3;Wirausaha;3
5614;Y;M;43;500000;6;4800000;5;Pekerja Lepas;2
5615;Y;F;26;1900000;5;2500000;3;Pedagang;5
5616;N;M;33;700000;20;4500000;3;Guru/Dosen;3
5617;N;M;68;1400000;16;4800000;5;Buruh;1
5618;N;M;54;3000000;6;1500000;4;Pedagang;1
5619;Y;M;41;1400000;10;4600000;3;Pekerja Lepas;8
5620;N;M;50;500000;12;2000000;4;Guru/Dosen;1
5621;Y;M;24;1500000;20;4400000;4;Wirausaha;5
5622;Y;M;49;3000000;3;3500000;5;Wirausaha;0
5623;Y;M;27;700000;20;4500000;5;Pedagang;1
5624;Y;F;77;700000;6;2300000;3;Wirausaha;6
5625;Y;M;20;1200000;16;4800000;1;Wirausaha;8
5626;N;M;73;1600000;4;1800000;0;Guru/Dosen;0
5627;Y;M;36;700000;12;4500000;1;Wirausaha;6
5628;N;F;40;1000000;20;1200000;2;Pedagang;0
5629;N;F;46;1800000;6;4000000;3;Buruh;2
5630;N;F;56;2000000;4;4000000;5;Buruh;2
5631;N;M;20;1800000;10;4800000;3;Guru/Dosen;1
5632;Y;M;42;2500000;3;5000000;1;Pedagang;0
5633;Y;M;87;1800000;16;4600000;4;Pedagang;1
5634;Y;F;56;1600000;16;4400000;5;Wirausaha;1
5635;Y;M;100;2000000;5;2500000;0;Pekerja Lepas;8
5636;Y;F;94;1500000;5;2300000;4;Pedagang;5
5637;Y;M;89;500000;4;4500000;3;Wirausaha;1
5638;Y;M;64;1500000;4;3500000;2;Pekerja Lepas;0
5639;N;M;25;2000000;10;1500000;0;Buruh;0
5640;Y;M;56;1500000;10;2300000;5;Pekerja Lepas;6
5641;N;M;73;1200000;12;3000000;5;Buruh;0
5642;Y;F;33;3000000;4;4000000;3;Pekerja Lepas;4
5643;N;M;51;1200000;3;2000000;4;Pekerja Lepas;6
5644;Y;M;36;1800000;10;5000000;3;Pedagang;2
5645;Y;M;84;1900000;4;3500000;2;Wirausaha;4
5646;Y;M;83;500000;10;3000000;4;Pedagang;4
5647;Y;F;78;1200000;20;4600000;5;Pedagang;6
5648;Y;M;28;1200000;16;3500000;0;Pekerja Lepas;6
5649;N;M;92;1500000;12;4000000;1;Guru/Dosen;2
5650;Y;F;28;1200000;5;3000000;1;Pekerja Lepas;0
5651;Y;M;79;500000;10;3500000;4;Pekerja Lepas;6
5652;Y;M;53;1400000;8;4000000;4;Buruh;7
5653;N;M;64;1000000;3;1800000;0;Guru/Dosen;6
5654;N;F;67;700000;8;5000000;0;Buruh;8
5655;Y;F;33;500000;20;2500000;5;Guru/Dosen;8
5656;Y;M;30;1000000;4;2500000;0;Pekerja Lepas;1
5657;N;M;94;1800000;4;1200000;0;Wirausaha;2
5658;Y;M;54;1400000;5;2500000;4;Pekerja Lepas;6
5659;N;M;26;1800000;3;1200000;4;Buruh;4
5660;Y;M;42;2500000;5;4800000;0;Guru/Dosen;1
5661;N;M;87;700000;10;4800000;2;Guru/Dosen;8
5662;N;M;67;1400000;16;4400000;3;Buruh;2
5663;N;F;76;500000;20;4600000;5;Buruh;4
5664;N;M;38;1800000;4;2000000;2;Wirausaha;1
5665;N;M;93;700000;8;2300000;3;Buruh;2
5666;Y;F;51;3000000;4;5000000;3;Wirausaha;5
5667;N;M;55;1200000;3;3000000;1;Guru/Dosen;1
5668;Y;M;56;1200000;16;4800000;1;Pedagang;6
5669;N;F;70;1000000;16;1500000;3;Pedagang;4
5670;Y;M;34;500000;8;2300000;0;Pedagang;5
5671;Y;M;71;500000;4;2300000;3;Wirausaha;2
5672;N;M;91;1800000;10;1200000;5;Guru/Dosen;1
5673;N;M;77;1500000;4;1500000;5;Guru/Dosen;6
5674;N;M;84;1600000;10;1200000;4;Pedagang;2
5675;N;M;62;1400000;20;1500000;2;Buruh;6
5676;N;M;81;1200000;20;4000000;2;Buruh;1
5677;N;M;74;1000000;6;1200000;1;Guru/Dosen;1
5678;Y;M;75;700000;4;4000000;1;Pedagang;0
5679;N;M;40;1200000;12;2500000;3;Guru/Dosen;4
5680;Y;M;65;1200000;12;2300000;4;Pedagang;6
5681;Y;M;91;1500000;4;4600000;5;Pedagang;1
5682;Y;M;42;1900000;3;4000000;0;Pekerja Lepas;6
5683;N;F;38;1800000;10;1800000;1;Buruh;0
5684;Y;F;89;1200000;4;4800000;0;Pekerja Lepas;7
5685;Y;M;41;2500000;12;3500000;0;Guru/Dosen;3
5686;Y;M;97;1200000;20;2500000;2;Pedagang;5
5687;Y;M;50;1800000;3;3500000;4;Buruh;6
5688;N;M;92;1400000;8;1500000;0;Pedagang;1
5689;Y;M;81;1200000;8;4400000;3;Pedagang;0
5690;Y;F;69;700000;16;4000000;0;Pedagang;2
5691;Y;M;41;3000000;20;3000000;2;Pedagang;5
5692;Y;M;52;1200000;4;4500000;0;Pedagang;1
5693;N;M;95;1000000;12;4800000;0;Buruh;4
5694;Y;M;32;700000;12;3500000;4;Pedagang;5
5695;N;M;51;1000000;4;1500000;2;Pedagang;4
5696;Y;F;77;500000;10;4800000;0;Pedagang;0
5697;Y;M;50;1400000;12;3000000;2;Pedagang;0
5698;N;M;67;1400000;3;1800000;0;Guru/Dosen;4
5699;Y;M;40;1200000;10;4000000;3;Pedagang;3
5700;Y;M;86;2000000;4;2500000;5;Wirausaha;0
5701;Y;F;51;700000;12;5000000;5;Pekerja Lepas;0
5702;N;M;55;1500000;20;4400000;1;Buruh;0
5703;Y;M;20;1900000;20;4000000;3;Pekerja Lepas;0
5704;Y;F;87;1800000;3;4500000;3;Pedagang;1
5705;N;M;85;700000;4;1200000;1;Buruh;6
5706;Y;F;35;1900000;4;3000000;2;Buruh;6
5707;N;F;51;1200000;4;4600000;3;Buruh;0
5708;Y;M;93;1900000;16;4500000;3;Wirausaha;3
5709;Y;M;25;1200000;10;4000000;1;Pekerja Lepas;4
5710;Y;F;70;1900000;6;2500000;5;Pedagang;6
5711;Y;M;97;1200000;4;5000000;1;Wirausaha;5
5712;N;M;27;1200000;5;5000000;5;Buruh;2
5713;N;M;49;1000000;4;1800000;2;Pedagang;0
5714;N;M;46;500000;3;2000000;1;Pekerja Lepas;6
5715;N;F;100;1500000;12;1800000;2;Buruh;1
5716;Y;M;31;1200000;12;4600000;1;Pedagang;6
5717;Y;F;30;500000;8;2500000;1;Wirausaha;1
5718;Y;M;95;1500000;6;5000000;4;Wirausaha;2
5719;N;M;30;1800000;4;4400000;1;Guru/Dosen;2
5720;N;F;96;700000;5;1800000;3;Guru/Dosen;1
5721;Y;M;78;2500000;4;4800000;3;Pedagang;0
5722;Y;F;91;1400000;16;3500000;1;Pekerja Lepas;5
5723;Y;F;41;700000;16;2300000;1;Pekerja Lepas;0
5724;Y;M;94;500000;3;4800000;5;Pedagang;4
5725;N;M;80;500000;8;4800000;4;Buruh;1
5726;Y;M;41;1800000;6;4600000;2;Pedagang;6
5727;N;F;45;700000;10;4600000;4;Guru/Dosen;1
5728;N;M;68;500000;16;1800000;4;Pekerja Lepas;0
5729;Y;M;47;500000;8;3500000;5;Guru/Dosen;8
5730;Y;M;42;3000000;4;5000000;4;Buruh;6
5731;Y;M;55;1000000;8;2300000;4;Buruh;8
5732;Y;M;71;2500000;4;5000000;5;Pedagang;2
5733;Y;M;34;700000;3;2300000;2;Pekerja Lepas;4
5734;N;M;65;700000;4;4500000;0;Guru/Dosen;8
5735;N;M;97;1500000;20;1200000;2;Guru/Dosen;4
5736;N;F;50;1400000;16;1800000;5;Pedagang;4
5737;N;M;63;1200000;10;4400000;5;Buruh;0
5738;Y;M;54;1200000;4;2300000;4;Pedagang;5
5739;Y;F;33;2000000;20;4800000;0;Pedagang;0
5740;Y;M;92;1000000;8;2500000;4;Pedagang;0
5741;Y;F;69;1000000;4;5000000;4;Wirausaha;5
5742;Y;M;87;1000000;16;4500000;1;Wirausaha;2
5743;Y;M;37;700000;8;5000000;3;Pekerja Lepas;1
5744;Y;F;27;3000000;10;2300000;4;Pekerja Lepas;6
5745;Y;M;23;1200000;6;2500000;4;Wirausaha;0
5746;N;M;75;1400000;8;1200000;5;Buruh;3
5747;N;M;99;700000;12;1500000;4;Pedagang;6
5748;Y;M;94;2500000;16;4400000;4;Pedagang;0
5749;N;M;97;700000;5;4000000;4;Buruh;4
5750;N;M;47;1200000;20;1500000;0;Pekerja Lepas;1
5751;Y;M;89;1900000;10;4400000;1;Pedagang;5
5752;N;F;98;1200000;3;4500000;5;Buruh;0
5753;Y;M;65;2500000;4;4500000;1;Pekerja Lepas;6
5754;Y;F;62;3000000;16;5000000;4;Buruh;6
5755;N;M;58;1400000;6;1800000;5;Guru/Dosen;1
5756;N;M;48;1600000;3;4400000;3;Buruh;2
5757;N;M;98;1800000;5;4400000;4;Buruh;4
5758;N;M;72;3000000;10;1800000;2;Pekerja Lepas;0
5759;Y;M;99;1500000;3;4400000;5;Pedagang;2
5760;N;F;84;2000000;16;2000000;5;Guru/Dosen;2
5761;Y;F;50;1500000;12;2500000;1;Pedagang;4
5762;N;F;86;700000;12;2300000;4;Guru/Dosen;4
5763;Y;F;32;1200000;4;5000000;0;Wirausaha;0
5764;Y;F;56;1500000;4;4400000;0;Pedagang;6
5765;Y;M;45;1200000;10;2300000;3;Pekerja Lepas;1
5766;N;F;40;2000000;4;4000000;2;Guru/Dosen;3
5767;N;M;55;2000000;10;1200000;5;Pedagang;8
5768;Y;M;98;1200000;4;4000000;0;Pekerja Lepas;6
5769;Y;F;27;1500000;12;3500000;1;Pekerja Lepas;0
5770;Y;M;62;1900000;16;4600000;1;Buruh;2
5771;N;M;31;500000;5;1500000;5;Buruh;6
5772;N;M;64;2500000;10;3500000;0;Buruh;5
5773;Y;M;87;2000000;10;4000000;5;Pedagang;5
5774;Y;M;97;3000000;4;5000000;1;Pekerja Lepas;4
5775;Y;F;33;1400000;4;3500000;1;Pekerja Lepas;8
5776;N;M;55;1400000;8;3500000;2;Guru/Dosen;2
5777;Y;M;32;1800000;12;4500000;5;Pedagang;2
5778;Y;M;97;1800000;8;3000000;3;Pekerja Lepas;1
5779;Y;M;43;500000;5;4800000;1;Pedagang;0
5780;Y;M;73;500000;6;4500000;0;Pedagang;2
5781;Y;M;62;500000;10;2500000;4;Pedagang;4
5782;N;M;40;1400000;20;1800000;3;Wirausaha;1
5783;Y;M;38;1200000;3;4600000;0;Pedagang;1
5784;N;M;90;1200000;12;2000000;2;Guru/Dosen;3
5785;N;M;51;1500000;12;4400000;1;Guru/Dosen;1
5786;Y;F;21;2000000;20;5000000;2;Buruh;6
5787;Y;M;30;1200000;10;3500000;1;Pekerja Lepas;7
5788;Y;M;29;1900000;4;4000000;0;Pekerja Lepas;7
5789;N;F;95;3000000;6;1500000;3;Wirausaha;1
5790;Y;M;47;1200000;20;4600000;4;Pedagang;2
5791;N;F;36;1000000;6;2000000;0;Pekerja Lepas;1
5792;N;M;59;1200000;5;3000000;3;Buruh;2
5793;Y;M;31;1800000;4;5000000;2;Pekerja Lepas;1
5794;Y;F;76;2000000;4;4400000;3;Pedagang;6
5795;Y;M;97;1500000;20;5000000;2;Pekerja Lepas;8
5796;Y;F;64;1200000;4;3000000;2;Pedagang;3
5797;N;F;50;1200000;4;2300000;3;Guru/Dosen;5
5798;N;M;77;1900000;8;2000000;3;Guru/Dosen;0
5799;Y;M;39;1400000;16;3000000;2;Pedagang;6
5800;Y;M;31;2000000;4;2300000;4;Pekerja Lepas;4
5801;Y;M;41;1500000;16;5000000;2;Pedagang;8
5802;N;F;92;2500000;5;2500000;2;Buruh;3
5803;Y;M;61;1200000;3;2300000;2;Pedagang;6
5804;Y;M;87;1200000;5;4400000;1;Pedagang;4
5805;Y;F;68;500000;16;4400000;0;Wirausaha;3
5806;N;M;69;1600000;8;2000000;3;Wirausaha;1
5807;N;F;85;500000;10;1200000;4;Guru/Dosen;0
5808;N;M;98;2500000;5;2500000;1;Guru/Dosen;6
5809;Y;M;51;1500000;10;3500000;5;Pedagang;8
5810;N;M;39;1200000;4;1500000;5;Pedagang;2
5811;N;M;80;700000;4;2300000;1;Guru/Dosen;0
5812;N;M;70;500000;4;1500000;4;Buruh;1
5813;Y;M;86;3000000;10;2300000;2;Wirausaha;6
5814;N;M;46;2000000;3;1800000;3;Pedagang;2
5815;Y;M;60;1600000;10;5000000;3;Pekerja Lepas;1
5816;Y;M;70;500000;10;3500000;4;Pekerja Lepas;3
5817;Y;M;27;1200000;4;3000000;2;Pedagang;4
5818;N;M;42;700000;12;3000000;1;Buruh;0
5819;Y;M;96;500000;4;4400000;1;Pedagang;6
5820;N;M;24;700000;4;1800000;4;Pedagang;5
5821;Y;M;35;500000;4;5000000;1;Pedagang;4
5822;Y;M;64;2000000;4;5000000;1;Pedagang;6
5823;Y;M;33;1600000;6;2500000;5;Pedagang;1
5824;N;M;79;2500000;10;1800000;2;Guru/Dosen;5
5825;Y;M;91;2000000;10;3000000;0;Pedagang;7
5826;Y;F;47;1000000;20;3000000;1;Pekerja Lepas;0
5827;Y;M;62;1800000;5;3500000;3;Pedagang;2
5828;N;F;91;1000000;8;4400000;2;Buruh;2
5829;Y;M;90;1200000;5;4800000;1;Pedagang;5
5830;N;M;98;1600000;6;4000000;2;Guru/Dosen;0
5831;N;M;89;2500000;3;2000000;3;Pekerja Lepas;1
5832;Y;M;32;1900000;5;4000000;3;Pedagang;0
5833;Y;F;32;1000000;12;3000000;1;Wirausaha;0
5834;N;M;91;1800000;10;1800000;5;Pedagang;6
5835;N;F;49;1500000;4;1800000;3;Pedagang;0
5836;Y;M;59;2500000;16;2300000;5;Pedagang;1
5837;Y;M;32;1000000;4;5000000;1;Pedagang;6
5838;N;M;59;2000000;10;2000000;1;Pedagang;6
5839;Y;M;28;1200000;3;2300000;4;Pedagang;1
5840;Y;F;46;1800000;12;4600000;2;Pedagang;3
5841;N;M;79;500000;8;1200000;2;Guru/Dosen;4
5842;Y;M;84;500000;8;3500000;2;Pedagang;0
5843;Y;M;79;1900000;6;4400000;4;Pedagang;1
5844;Y;M;28;500000;10;4800000;0;Buruh;4
5845;Y;M;45;700000;16;4800000;0;Buruh;6
5846;Y;M;84;1200000;5;4400000;2;Pekerja Lepas;2
5847;Y;M;44;2500000;20;4800000;1;Wirausaha;5
5848;Y;M;27;1200000;5;4800000;1;Pedagang;0
5849;Y;F;97;3000000;3;5000000;0;Wirausaha;3
5850;Y;F;82;700000;5;4500000;4;Wirausaha;5
5851;Y;F;49;500000;5;4500000;0;Wirausaha;1
5852;Y;M;25;2500000;16;2500000;0;Pedagang;0
5853;N;M;25;1500000;4;3500000;4;Guru/Dosen;5
5854;N;M;20;3000000;4;1800000;2;Pekerja Lepas;7
5855;Y;M;94;1200000;20;2300000;2;Wirausaha;0
5856;Y;M;50;2000000;16;4800000;3;Pekerja Lepas;1
5857;N;F;60;1500000;6;2000000;0;Pedagang;1
5858;Y;M;97;500000;4;3500000;4;Pedagang;4
5859;Y;M;63;1200000;16;2300000;3;Pekerja Lepas;2
5860;N;M;95;3000000;12;1200000;5;Buruh;4
5861;N;F;38;1900000;8;2500000;1;Guru/Dosen;1
5862;Y;M;33;1800000;20;3000000;3;Pedagang;7
5863;Y;M;90;2500000;6;4600000;5;Wirausaha;0
5864;N;F;41;1200000;8;1500000;2;Pedagang;1
5865;N;M;24;700000;3;4800000;3;Guru/Dosen;5
5866;Y;F;58;1200000;20;3500000;1;Pekerja Lepas;1
5867;N;F;81;1400000;6;3000000;0;Guru/Dosen;2
5868;N;M;40;1800000;6;1200000;3;Wirausaha;3
5869;Y;M;76;1200000;10;4600000;2;Wirausaha;6
5870;Y;M;77;1800000;10;3000000;0;Pedagang;0
5871;N;M;66;1000000;6;1500000;5;Guru/Dosen;5
5872;N;M;53;500000;20;2000000;0;Wirausaha;0
5873;N;M;42;1600000;3;3000000;4;Buruh;3
5874;N;F;55;1500000;8;3000000;1;Guru/Dosen;3
5875;N;M;64;1200000;6;4000000;1;Guru/Dosen;5
5876;N;M;53;3000000;10;4800000;5;Buruh;1
5877;Y;M;29;1800000;3;3000000;2;Pedagang;2
5878;N;F;83;500000;16;4000000;0;Guru/Dosen;4
5879;Y;F;79;1200000;10;2500000;1;Wirausaha;5
5880;Y;F;55;1500000;12;5000000;4;Pedagang;5
5881;Y;M;31;1600000;10;4800000;3;Pedagang;0
5882;N;F;26;1200000;6;1500000;1;Pekerja Lepas;1
5883;Y;M;49;2000000;5;4400000;1;Pedagang;1
5884;N;M;54;1200000;6;1800000;3;Wirausaha;1
5885;N;F;45;1200000;10;2000000;5;Wirausaha;2
5886;N;M;32;3000000;6;1500000;2;Pedagang;3
5887;N;M;62;2500000;4;4800000;5;Guru/Dosen;1
5888;Y;M;39;1200000;6;4600000;3;Pekerja Lepas;1
5889;Y;M;28;700000;5;3500000;0;Buruh;1
5890;Y;F;68;1200000;3;3000000;2;Pekerja Lepas;8
5891;Y;M;79;2000000;4;5000000;2;Pekerja Lepas;4
5892;N;M;66;3000000;8;2000000;1;Buruh;1
5893;N;M;69;700000;3;1500000;3;Guru/Dosen;2
5894;N;F;86;1500000;4;4400000;5;Buruh;3
5895;N;M;37;700000;4;1500000;2;Buruh;1
5896;N;M;45;1200000;4;1800000;3;Buruh;6
5897;Y;F;60;1500000;5;5000000;4;Pekerja Lepas;1
5898;Y;M;68;2500000;16;4400000;2;Pekerja Lepas;8
5899;N;M;69;1900000;4;2000000;0;Pekerja Lepas;4
5900;N;M;80;1900000;10;1200000;4;Wirausaha;4
5901;N;M;37;1600000;20;1500000;4;Pedagang;5
5902;N;F;22;700000;10;4000000;5;Guru/Dosen;1
5903;Y;M;76;1400000;12;4600000;5;Wirausaha;0
5904;Y;F;43;3000000;10;4500000;0;Pekerja Lepas;0
5905;N;M;98;1500000;10;2300000;0;Buruh;6
5906;N;F;83;1200000;10;1500000;0;Pedagang;0
5907;Y;F;28;1800000;20;5000000;1;Wirausaha;2
5908;Y;M;79;1800000;20;4600000;4;Pedagang;1
5909;Y;M;32;1200000;8;4000000;2;Pedagang;1
5910;Y;M;63;700000;4;2300000;3;Pedagang;0
5911;Y;F;33;700000;3;2500000;2;Pekerja Lepas;7
5912;N;M;80;500000;4;2000000;2;Pedagang;1
5913;Y;M;99;1600000;4;4500000;5;Wirausaha;5
5914;Y;M;27;1800000;8;3000000;3;Buruh;8
5915;N;M;88;500000;8;4800000;4;Guru/Dosen;3
5916;N;M;54;700000;8;1800000;1;Pekerja Lepas;1
5917;Y;F;24;1400000;8;5000000;3;Pedagang;1
5918;N;M;32;1900000;20;4400000;4;Guru/Dosen;0
5919;N;M;54;1200000;8;1800000;1;Pedagang;3
5920;Y;F;48;1200000;10;4500000;0;Buruh;4
5921;Y;M;82;1800000;10;4800000;2;Pekerja Lepas;0
5922;N;M;31;500000;16;4500000;2;Guru/Dosen;1
5923;N;M;98;500000;3;1200000;4;Pedagang;2
5924;Y;M;63;500000;16;4000000;0;Pekerja Lepas;0
5925;N;F;45;1800000;3;1800000;0;Pedagang;4
5926;N;M;62;1800000;3;1200000;4;Buruh;2
5927;Y;F;99;1900000;8;2500000;0;Pekerja Lepas;4
5928;Y;M;72;1200000;3;4000000;1;Wirausaha;2
5929;N;M;71;500000;6;2000000;4;Wirausaha;5
5930;Y;M;95;1400000;6;4500000;0;Pedagang;6
5931;N;F;25;3000000;6;1800000;2;Buruh;7
5932;N;M;69;500000;10;5000000;0;Guru/Dosen;2
5933;N;M;56;1600000;3;1800000;1;Wirausaha;6
5934;Y;M;85;2000000;20;2300000;2;Pekerja Lepas;5
5935;Y;M;33;1400000;6;4800000;0;Pedagang;3
5936;N;M;22;1200000;16;1800000;3;Pekerja Lepas;6
5937;Y;F;30;1500000;12;2500000;4;Pekerja Lepas;2
5938;N;M;52;1600000;3;4600000;5;Buruh;0
5939;N;M;35;1900000;12;1200000;1;Pekerja Lepas;1
5940;N;M;96;1600000;3;1200000;1;Pedagang;5
5941;Y;F;95;1000000;6;3000000;0;Pedagang;0
5942;N;M;84;2500000;6;2500000;5;Guru/Dosen;0
5943;N;M;83;1000000;20;1800000;2;Guru/Dosen;5
5944;N;F;31;500000;20;2500000;3;Guru/Dosen;3
5945;Y;M;52;2500000;10;4400000;5;Pedagang;1
5946;N;M;61;1400000;4;1200000;2;Pekerja Lepas;6
5947;N;F;83;700000;20;3500000;5;Guru/Dosen;0
5948;N;M;64;700000;8;2000000;5;Wirausaha;0
5949;Y;F;46;1800000;4;2300000;4;Pedagang;0
5950;Y;F;35;1200000;16;4000000;0;Wirausaha;6
5951;N;M;97;1500000;4;4600000;0;Guru/Dosen;5
5952;Y;M;21;500000;10;2300000;0;Pedagang;2
5953;Y;M;32;500000;8;4500000;2;Wirausaha;8
5954;N;M;44;3000000;20;2500000;0;Guru/Dosen;1
5955;Y;F;36;1600000;3;5000000;0;Guru/Dosen;5
5956;N;M;24;1400000;5;2500000;2;Buruh;2
5957;N;F;31;1900000;10;1500000;0;Buruh;8
5958;N;M;33;2000000;16;5000000;3;Buruh;3
5959;N;M;65;1200000;16;4000000;0;Guru/Dosen;5
5960;Y;F;50;1600000;4;4500000;5;Pedagang;1
5961;N;M;69;1500000;6;4600000;1;Buruh;6
5962;Y;F;55;700000;5;3500000;2;Buruh;6
5963;Y;M;93;2000000;4;5000000;4;Pedagang;6
5964;N;M;72;700000;8;1500000;4;Wirausaha;0
5965;Y;M;45;2500000;4;2500000;1;Pedagang;7
5966;N;M;51;3000000;10;4000000;2;Buruh;5
5967;Y;F;73;500000;5;4600000;1;Pedagang;0
5968;Y;F;47;1000000;10;4800000;4;Pekerja Lepas;6
5969;N;F;27;1200000;6;2000000;2;Wirausaha;0
5970;Y;F;81;2500000;10;2500000;5;Wirausaha;6
5971;Y;M;99;1500000;5;4000000;5;Pedagang;5
5972;N;M;23;1800000;5;3500000;5;Guru/Dosen;2
